price,freight_value,payment_type,payment_value,customer_state,mes_compra
59.9,11.73,boleto,71.63,SP,2
63.9,23.03,credit_card,86.93,RS,5
63.9,14.54,credit_card,78.44,SP,4
63.9,11.73,boleto,75.63,SP,2
59.9,19.66,boleto,79.56,BA,1
49.9,20.62,credit_card,70.52,PA,7
49.9,8.88,credit_card,58.78,SP,5
63.9,16.42,credit_card,80.32,MG,4
102.9,13.74,boleto,116.64,SP,1
114.9,27.53,credit_card,142.43,BA,3
26.9,15.29,boleto,84.38,RJ,7
26.9,15.29,boleto,84.38,RJ,7
53.9,8.72,boleto,62.62,SP,1
53.9,21.18,credit_card,75.08,RO,1
339.9,20.27,credit_card,360.17,SP,1
76.9,9.29,credit_card,86.19,SP,6
65.9,19.65,credit_card,85.55,RS,8
32.9,15.33,credit_card,48.23,ES,7
44.9,14.1,credit_card,34.0,ES,2
44.9,14.1,voucher,25.0,ES,2
99.9,12.6,credit_card,112.5,SP,6
175.9,86.96,credit_card,262.86,BA,7
53.9,16.57,boleto,70.47,GO,8
95.9,0.13,credit_card,221.14,SP,6
59.9,65.21,credit_card,221.14,SP,6
102.9,36.02,credit_card,138.92,SP,8
69.9,11.51,credit_card,81.41,SP,8
69.9,8.29,credit_card,78.19,SP,4
23.9,8.33,credit_card,32.23,SP,6
98.0,13.03,credit_card,111.03,SP,1
98.0,14.05,credit_card,112.05,SP,3
45.0,18.23,credit_card,63.23,GO,4
149.0,17.59,credit_card,166.59,RJ,3
149.0,12.53,credit_card,161.53,SP,3
149.0,12.53,boleto,161.53,SP,3
149.0,18.92,credit_card,167.92,ES,3
149.0,12.53,credit_card,161.53,SP,4
149.0,15.79,credit_card,164.79,MG,1
149.0,18.92,credit_card,167.92,MG,3
149.0,17.59,credit_card,166.59,MG,3
149.0,15.79,credit_card,164.79,DF,1
149.0,17.59,boleto,166.59,RJ,3
149.0,18.92,credit_card,167.92,RJ,3
149.0,26.32,credit_card,175.32,PA,1
149.0,13.48,boleto,162.48,SP,3
149.0,12.54,credit_card,161.54,SP,3
149.0,12.54,credit_card,161.54,SP,2
149.0,12.54,credit_card,161.54,SP,1
149.0,15.79,credit_card,164.79,PR,2
149.0,12.53,credit_card,161.53,SP,4
75.0,12.03,credit_card,87.03,SP,1
98.0,21.18,credit_card,119.18,RS,1
550.0,13.26,credit_card,563.26,SP,2
45.0,11.85,credit_card,56.85,SP,1
88.0,10.82,boleto,98.82,SP,3
129.0,37.59,credit_card,166.59,CE,4
49.0,37.04,credit_card,86.04,CE,3
49.0,15.1,credit_card,64.1,GO,2
49.0,15.1,credit_card,64.1,DF,2
49.0,18.44,credit_card,67.44,GO,8
49.0,13.0,credit_card,62.0,SP,7
49.0,18.44,credit_card,67.44,MG,7
49.0,13.0,credit_card,62.0,SP,8
75.0,18.41,boleto,186.82,MS,5
75.0,18.41,boleto,186.82,MS,5
59.0,7.87,credit_card,66.87,SP,3
59.0,11.91,credit_card,70.91,RJ,2
59.0,11.91,boleto,70.91,SP,2
19.0,11.85,credit_card,30.85,SP,1
199.0,19.27,boleto,218.27,SC,3
199.0,38.08,credit_card,237.08,PE,3
185.0,20.86,credit_card,205.86,SP,6
88.5,17.06,credit_card,105.56,BA,1
65.0,11.95,debit_card,76.95,SP,1
299.0,14.53,boleto,313.53,SP,4
299.0,14.53,credit_card,313.53,SP,3
299.0,14.53,credit_card,313.53,MG,5
249.0,19.62,credit_card,268.62,SC,3
249.0,14.18,credit_card,263.18,SP,3
249.0,16.49,credit_card,265.49,RJ,3
120.0,17.28,credit_card,137.28,BA,2
110.0,30.13,credit_card,223.24,PR,6
34.9,48.21,credit_card,223.24,PR,6
120.0,18.72,boleto,138.72,MG,3
189.0,14.34,credit_card,203.34,SP,1
121.0,37.54,boleto,158.54,CE,3
45.0,18.23,boleto,63.23,ES,3
45.0,12.98,credit_card,57.98,SP,6
180.0,13.7,boleto,193.7,SP,3
79.0,15.3,credit_card,94.3,RJ,2
85.0,18.47,credit_card,103.47,MG,3
85.0,13.03,boleto,98.03,SP,3
45.0,18.23,boleto,63.23,RJ,4
98.0,12.19,credit_card,110.19,SP,2
45.0,11.85,credit_card,56.85,SP,2
45.0,18.23,credit_card,63.23,PR,3
90.0,37.32,credit_card,127.32,CE,4
450.0,17.9,boleto,467.9,ES,1
87.0,12.95,credit_card,199.9,SP,2
87.0,12.95,credit_card,199.9,SP,2
390.0,17.48,credit_card,407.48,RJ,2
345.0,20.29,credit_card,365.29,MG,5
230.0,19.49,credit_card,249.49,RJ,3
98.0,18.79,credit_card,116.79,MG,7
85.0,15.34,credit_card,100.34,RS,2
79.0,12.99,credit_card,91.99,MG,5
59.9,18.52,boleto,235.26,MG,7
59.9,18.52,boleto,235.26,MG,7
59.9,18.52,boleto,235.26,MG,7
95.0,14.76,credit_card,109.76,SP,3
145.0,37.7,credit_card,182.7,TO,3
45.0,18.23,credit_card,63.23,PR,5
52.9,27.43,boleto,80.33,MA,4
79.0,18.43,credit_card,97.43,DF,5
139.0,13.41,boleto,152.41,SP,3
89.0,18.72,voucher,22.49,PR,8
89.0,18.72,credit_card,17.78,PR,8
89.0,18.72,voucher,22.49,PR,8
89.0,18.72,voucher,22.49,PR,8
89.0,18.72,voucher,22.47,PR,8
89.0,13.28,credit_card,102.28,SP,8
85.0,12.09,credit_card,97.09,SP,2
100.0,18.8,credit_card,118.8,RJ,8
56.0,18.69,boleto,74.69,SP,6
56.0,15.14,credit_card,71.14,RJ,2
10.6,15.1,credit_card,25.7,ES,1
10.6,16.79,credit_card,164.34,MT,3
10.6,16.79,credit_card,164.34,MT,3
10.6,16.79,credit_card,164.34,MT,3
10.6,16.79,credit_card,164.34,MT,3
10.6,16.79,credit_card,164.34,MT,3
10.6,16.79,credit_card,164.34,MT,3
10.6,11.85,boleto,22.45,SP,1
15.0,12.79,credit_card,27.79,SP,5
315.99,14.65,voucher,76.45,SP,3
315.99,14.65,voucher,254.19,SP,3
220.99,20.74,credit_card,241.73,RJ,6
220.99,28.09,credit_card,249.08,PA,2
220.99,28.09,credit_card,249.08,PA,2
132.0,25.76,credit_card,157.76,RJ,1
4.99,12.79,credit_card,17.78,SP,4
4.99,13.71,boleto,18.7,SP,8
4.99,12.79,voucher,17.78,SP,3
4.99,12.79,credit_card,35.56,SP,5
4.99,12.79,credit_card,35.56,SP,5
4.99,12.79,boleto,17.78,SP,5
40.99,11.85,credit_card,52.84,SP,1
40.99,11.85,boleto,317.04,SP,2
40.99,11.85,boleto,317.04,SP,2
40.99,11.85,boleto,317.04,SP,2
40.99,11.85,boleto,317.04,SP,2
40.99,11.85,boleto,317.04,SP,2
40.99,11.85,boleto,317.04,SP,2
40.99,11.85,boleto,52.84,SP,2
10.99,16.79,credit_card,27.78,BA,2
10.99,11.85,credit_card,22.84,MG,2
10.99,15.1,credit_card,26.09,MG,2
10.99,11.85,credit_card,22.84,SP,2
10.99,18.23,credit_card,29.22,GO,3
10.99,15.1,boleto,26.09,MG,1
10.99,34.15,credit_card,45.14,AL,2
56.0,18.69,credit_card,74.69,SP,8
56.0,14.55,credit_card,70.55,SP,7
12.99,12.79,credit_card,25.78,SP,4
12.99,16.79,credit_card,29.78,BA,2
12.99,22.06,boleto,35.05,BA,6
12.99,18.23,credit_card,93.66,MG,6
12.99,18.23,credit_card,93.66,MG,6
12.99,18.23,credit_card,93.66,MG,6
32.99,22.93,credit_card,55.92,DF,3
4.99,11.85,voucher,16.84,SP,3
4.99,11.85,credit_card,16.84,SP,1
57.6,38.95,credit_card,96.55,PA,3
49.99,38.4,credit_card,88.39,PE,3
45.0,25.63,credit_card,70.63,PE,2
12.99,12.79,credit_card,51.56,SP,3
12.99,12.79,credit_card,51.56,SP,3
32.99,13.37,credit_card,46.36,SP,1
30.99,18.32,credit_card,49.31,GO,6
30.99,22.15,boleto,53.14,BA,7
30.99,16.79,boleto,47.78,BA,2
30.99,12.88,credit_card,43.87,SP,8
8.99,15.1,boleto,24.09,PR,1
8.99,15.1,credit_card,24.09,RJ,1
33.99,7.87,credit_card,125.58,SP,3
33.99,7.87,credit_card,125.58,SP,3
33.99,7.87,credit_card,125.58,SP,3
32.99,13.37,credit_card,92.72,SP,1
32.99,13.37,credit_card,92.72,SP,1
15.9,8.82,boleto,49.44,SP,4
15.9,8.82,boleto,49.44,SP,4
43.0,11.85,boleto,54.85,SP,2
66.0,16.22,boleto,82.22,RS,1
9.9,22.93,credit_card,32.83,MS,8
25.0,16.97,boleto,164.94,SP,5
105.99,16.98,boleto,164.94,SP,5
160.0,19.0,credit_card,179.0,RJ,3
160.0,19.0,credit_card,179.0,SP,5
160.0,19.22,credit_card,179.22,RJ,6
160.0,22.83,credit_card,182.83,BA,4
160.0,19.0,credit_card,179.0,SP,4
160.0,17.55,credit_card,396.06,RS,8
160.0,58.51,credit_card,396.06,RS,8
160.0,19.0,credit_card,179.0,SP,5
89.99,18.73,boleto,108.72,SP,8
160.0,23.05,credit_card,183.05,SC,6
19.99,18.24,credit_card,38.23,SP,7
14.99,18.23,boleto,66.44,SP,6
14.99,18.23,boleto,66.44,SP,6
49.99,18.23,credit_card,68.22,RJ,4
49.99,15.1,credit_card,65.09,RJ,2
189.99,16.08,credit_card,206.07,RJ,2
160.0,14.46,credit_card,174.46,MG,7
160.0,19.22,credit_card,179.22,RJ,6
160.0,19.0,credit_card,179.0,SP,6
160.0,14.24,boleto,174.24,MG,4
160.0,19.22,credit_card,179.22,SP,6
160.0,19.0,credit_card,179.0,SP,6
189.99,16.08,credit_card,206.07,SP,2
25.5,50.85,credit_card,76.35,PE,4
160.0,19.22,credit_card,179.22,SP,7
160.0,19.22,credit_card,179.22,SP,6
57.95,22.34,boleto,80.29,SC,8
248.0,16.84,credit_card,264.84,SP,6
26.0,22.11,voucher,48.11,BA,8
34.0,17.17,credit_card,51.17,SC,6
34.0,18.34,credit_card,52.34,SP,7
37.0,24.61,credit_card,61.61,PE,6
34.9,22.06,credit_card,56.96,BA,5
34.9,12.79,credit_card,47.69,SP,4
34.9,7.87,credit_card,42.77,SP,3
17.0,13.47,boleto,30.47,MG,6
849.0,23.52,credit_card,872.52,MG,6
849.0,20.03,credit_card,2607.09,SP,6
849.0,20.03,credit_card,2607.09,SP,6
849.0,20.03,credit_card,2607.09,SP,6
599.0,17.8,credit_card,616.8,SP,3
849.0,23.74,debit_card,872.74,MG,6
849.0,23.52,credit_card,872.52,DF,6
950.0,29.45,credit_card,979.45,PR,6
950.0,17.67,boleto,967.67,SP,8
950.0,29.45,credit_card,979.45,MG,6
849.0,20.03,credit_card,869.03,SP,6
849.0,23.52,credit_card,872.52,RJ,6
849.0,17.85,credit_card,1733.7,SP,5
849.0,17.85,credit_card,1733.7,SP,5
849.0,54.04,credit_card,903.04,MG,5
450.0,20.95,credit_card,470.95,PR,6
450.0,13.77,credit_card,463.77,SP,6
450.0,17.24,credit_card,467.24,SP,5
450.0,20.95,boleto,470.95,PR,6
2160.0,27.42,credit_card,2187.42,SP,8
2160.0,27.42,credit_card,2187.42,SP,6
1890.0,25.13,credit_card,1915.13,SP,5
1890.0,46.99,credit_card,1936.99,SC,6
1890.0,25.53,credit_card,1915.53,SP,6
849.0,27.24,credit_card,876.24,MG,6
2300.0,28.4,credit_card,2328.4,SP,8
2300.0,37.4,credit_card,2337.4,RJ,8
2070.0,35.57,credit_card,2105.57,RJ,4
2070.0,40.57,credit_card,2110.57,MG,4
799.0,25.08,credit_card,824.08,MG,3
1260.0,21.12,credit_card,1281.12,SP,7
799.0,18.15,credit_card,817.15,SP,3
1260.0,21.12,boleto,1281.12,SP,6
1060.0,19.98,credit_card,1079.98,SP,3
1514.0,36.68,credit_card,1550.68,PR,4
1970.0,25.69,credit_card,1995.69,SP,5
64.9,15.33,credit_card,80.23,SP,3
54.9,14.13,credit_card,69.03,SP,2
64.9,15.33,credit_card,80.23,SP,4
64.9,15.33,credit_card,80.23,SP,4
54.9,1.55,credit_card,101.8,RJ,1
29.9,15.45,credit_card,101.8,RJ,1
64.9,18.51,boleto,156.83,SP,8
54.9,18.52,boleto,156.83,SP,8
64.9,16.89,credit_card,81.79,MG,2
64.9,17.38,credit_card,82.28,RJ,6
54.9,17.66,credit_card,435.36,DF,1
54.9,17.66,credit_card,435.36,DF,1
54.9,17.66,credit_card,435.36,DF,1
54.9,17.66,credit_card,435.36,DF,1
54.9,17.66,credit_card,435.36,DF,1
54.9,17.66,credit_card,435.36,DF,1
54.9,15.13,credit_card,70.03,SP,1
54.9,15.13,boleto,70.03,RS,1
64.9,15.55,credit_card,80.45,SP,8
84.9,18.52,credit_card,103.42,RJ,5
84.9,29.62,boleto,114.52,PA,6
84.9,16.78,credit_card,101.68,SP,6
124.9,18.45,credit_card,143.35,SP,5
124.9,17.06,credit_card,141.96,SP,6
124.9,17.06,boleto,141.96,RS,6
124.9,20.6,credit_card,145.5,MG,4
124.9,17.12,credit_card,142.02,SP,3
54.9,15.26,boleto,70.16,RS,5
54.9,17.09,credit_card,71.99,RJ,4
54.9,15.26,boleto,70.16,SP,4
54.9,18.26,boleto,73.16,SP,6
54.9,15.13,credit_card,140.06,SC,3
54.9,15.13,credit_card,140.06,SC,3
44.9,18.46,credit_card,15.58,MG,8
44.9,18.46,voucher,47.78,MG,8
29.9,15.23,credit_card,45.13,SP,3
29.9,18.31,credit_card,48.21,SP,7
29.9,15.1,credit_card,45.0,SP,1
32.9,18.33,credit_card,51.23,SP,8
44.9,15.1,boleto,60.0,SC,2
64.9,23.6,credit_card,88.5,MG,8
64.9,16.42,credit_card,81.32,SP,4
49.9,14.1,debit_card,64.0,SP,3
49.9,18.45,credit_card,68.35,SP,8
43.9,12.48,boleto,56.38,PR,1
49.9,17.28,credit_card,67.18,MG,8
64.9,15.21,boleto,80.11,SP,2
24.9,17.06,credit_card,41.96,RJ,3
24.9,22.06,credit_card,46.96,MS,4
24.9,15.27,credit_card,40.17,SP,8
84.9,16.56,credit_card,101.46,SP,3
124.9,27.42,boleto,152.32,GO,5
124.9,23.15,credit_card,148.05,DF,7
124.9,20.82,credit_card,145.72,MG,7
124.9,11.97,credit_card,136.87,PR,5
124.9,17.12,credit_card,142.02,SP,2
64.9,19.36,credit_card,84.26,DF,7
64.9,18.33,credit_card,83.23,SP,6
124.9,15.72,credit_card,140.62,PR,4
124.9,20.11,boleto,145.01,RJ,2
104.9,18.66,credit_card,123.56,MG,5
104.9,20.68,credit_card,125.58,RJ,8
29.9,15.23,boleto,45.13,SP,5
64.9,15.21,boleto,80.11,SP,3
189.9,13.77,boleto,203.67,SP,5
189.9,13.77,credit_card,203.67,SP,5
189.9,35.09,boleto,224.99,RS,6
189.9,39.84,credit_card,229.74,BA,6
189.9,19.63,credit_card,209.53,SP,8
189.9,19.63,credit_card,209.53,SP,7
189.9,19.21,credit_card,418.22,RJ,4
189.9,19.21,credit_card,418.22,RJ,4
189.9,19.63,credit_card,209.53,SP,8
79.9,19.75,credit_card,99.65,RJ,7
159.9,43.4,voucher,406.6,PA,6
159.9,43.4,voucher,406.6,PA,6
169.9,19.49,boleto,189.39,SP,8
169.9,19.27,credit_card,189.17,SP,5
169.9,19.49,credit_card,189.39,SP,8
169.9,24.91,credit_card,294.71,SP,8
74.99,24.91,credit_card,294.71,SP,8
169.9,27.27,credit_card,197.17,SC,5
169.9,19.49,credit_card,189.39,SP,7
169.9,27.27,credit_card,197.17,RJ,5
169.9,34.95,credit_card,204.85,RS,7
169.9,18.1,boleto,188.0,SP,4
169.9,34.95,credit_card,204.85,ES,8
189.9,19.63,credit_card,209.53,SP,6
189.9,19.63,credit_card,209.53,SP,7
149.9,42.73,credit_card,311.8,ES,5
114.9,4.27,credit_card,311.8,ES,5
149.9,27.35,credit_card,177.25,RJ,6
149.9,18.18,credit_card,168.08,SP,7
149.9,18.18,credit_card,168.08,SP,7
149.9,27.35,credit_card,177.25,MG,8
149.9,27.35,credit_card,177.25,MG,6
149.9,18.18,credit_card,168.08,SP,8
199.9,20.96,credit_card,220.86,SP,7
199.9,27.48,boleto,227.38,MG,5
199.9,18.31,credit_card,218.21,SP,5
199.9,20.74,credit_card,220.64,SP,5
199.9,27.48,credit_card,227.38,RS,5
189.9,34.53,credit_card,657.92,PR,6
189.9,34.53,credit_card,657.92,PR,6
129.99,34.54,credit_card,657.92,PR,6
35.9,8.63,credit_card,657.92,PR,6
189.9,19.21,boleto,209.11,RJ,5
189.9,19.21,credit_card,209.11,RJ,5
179.9,24.13,credit_card,204.03,BA,1
179.9,21.75,voucher,193.28,RJ,1
179.9,21.75,credit_card,8.37,RJ,1
179.9,14.11,credit_card,263.02,SP,6
54.9,14.11,credit_card,263.02,SP,6
179.9,21.75,credit_card,201.65,RS,1
179.9,19.34,credit_card,199.24,SP,5
279.9,19.09,boleto,298.99,SP,6
149.9,18.18,debit_card,168.08,SP,8
149.9,27.35,credit_card,177.25,RJ,7
149.9,15.14,credit_card,165.04,SP,5
149.9,15.14,credit_card,165.04,SP,5
149.9,27.35,credit_card,177.25,SC,8
179.9,21.75,credit_card,201.65,MG,2
169.9,19.49,credit_card,189.39,SP,7
179.9,21.75,credit_card,403.3,RJ,1
179.9,21.75,credit_card,403.3,RJ,1
179.9,21.75,credit_card,201.65,RJ,2
49.9,13.01,credit_card,62.91,SP,7
49.9,19.54,debit_card,69.44,MG,8
49.9,13.01,credit_card,62.91,SP,7
149.9,27.35,credit_card,177.25,PR,7
149.9,17.96,credit_card,167.86,SP,5
199.9,19.48,credit_card,219.38,SP,5
199.9,34.94,credit_card,234.84,GO,5
199.9,35.16,credit_card,235.06,PR,8
199.9,34.94,credit_card,234.84,RJ,5
79.9,26.86,credit_card,106.76,PR,8
169.9,18.32,credit_card,188.22,SP,6
199.9,32.27,credit_card,232.17,BA,6
149.9,31.92,credit_card,181.82,BA,7
149.9,27.13,credit_card,177.03,RS,6
89.9,17.88,credit_card,107.78,GO,2
149.9,27.35,credit_card,177.25,RJ,7
239.9,18.39,credit_card,258.29,SP,3
149.9,15.36,credit_card,165.26,SP,7
79.9,19.75,credit_card,99.65,SP,8
99.9,23.02,credit_card,122.92,BA,1
79.9,9.87,credit_card,89.77,SC,8
79.9,23.71,boleto,103.61,MG,8
364.0,21.74,credit_card,385.74,RS,7
349.9,19.7,credit_card,369.6,SP,1
349.9,31.98,debit_card,381.88,PE,2
364.0,34.69,credit_card,797.38,PE,6
364.0,34.69,credit_card,797.38,PE,6
364.0,64.8,credit_card,428.8,PE,7
364.0,31.8,boleto,395.8,CE,7
349.9,22.18,credit_card,372.08,RJ,3
349.9,15.53,credit_card,365.43,RJ,4
364.0,14.04,credit_card,378.04,PR,6
349.9,27.13,credit_card,377.03,MG,3
349.9,21.69,credit_card,371.59,MG,1
349.9,31.96,credit_card,381.86,AL,3
349.9,31.96,credit_card,381.86,SE,4
349.9,22.18,credit_card,372.08,MG,3
349.9,20.69,credit_card,370.59,RJ,2
349.9,22.85,credit_card,372.75,DF,2
349.9,19.7,boleto,369.6,SC,1
364.0,31.58,credit_card,395.58,PE,6
349.9,20.62,credit_card,370.52,RJ,3
349.9,14.15,credit_card,364.05,PR,1
349.9,27.13,boleto,377.03,RJ,4
364.0,21.74,credit_card,385.74,SP,7
349.9,69.37,credit_card,419.27,AL,3
349.9,59.0,credit_card,408.9,BA,3
349.9,18.7,credit_card,368.6,SP,1
349.9,23.27,credit_card,373.17,SP,4
364.0,31.8,credit_card,395.8,SE,8
349.9,48.98,credit_card,398.88,PB,1
364.0,18.74,boleto,382.74,SP,7
364.0,26.9,boleto,390.9,BA,7
349.9,20.43,credit_card,370.33,MG,4
364.0,64.58,boleto,428.58,PE,6
349.9,21.69,credit_card,371.59,MS,3
349.9,16.09,boleto,365.99,PR,3
349.9,20.69,credit_card,370.59,RJ,2
349.9,48.98,credit_card,398.88,PE,1
364.0,18.74,credit_card,382.74,SC,8
364.0,40.82,credit_card,404.82,MT,8
364.0,69.69,credit_card,433.69,PB,7
364.0,16.85,credit_card,380.85,PR,8
349.9,19.7,credit_card,369.6,SP,2
364.0,64.8,credit_card,428.8,PE,8
349.9,27.13,credit_card,377.03,MG,3
349.9,16.18,boleto,366.08,PR,2
349.9,19.7,credit_card,369.6,SP,2
349.9,20.62,credit_card,370.52,RJ,4
349.9,30.85,credit_card,380.75,ES,2
349.9,19.7,credit_card,369.6,SP,2
364.0,20.7,credit_card,384.7,RJ,8
349.9,48.98,boleto,398.88,CE,1
349.9,19.7,credit_card,369.6,SP,2
349.9,48.56,credit_card,398.46,RN,5
364.0,34.69,credit_card,398.69,AL,7
364.0,14.04,credit_card,378.04,PR,6
349.9,31.96,credit_card,381.86,CE,3
364.0,16.85,debit_card,380.85,PR,8
364.0,54.9,debit_card,418.9,GO,7
364.0,34.69,credit_card,398.69,SE,6
349.9,20.69,boleto,370.59,MG,1
349.9,18.7,credit_card,368.6,SP,2
349.9,23.27,credit_card,373.17,SP,3
349.9,18.7,boleto,368.6,RS,3
364.0,25.7,credit_card,389.7,MG,8
364.0,22.5,credit_card,386.5,MG,6
349.9,21.69,credit_card,371.59,MG,2
349.9,19.7,credit_card,369.6,SC,1
349.9,40.0,credit_card,389.9,GO,1
364.0,22.6,credit_card,386.6,DF,6
349.9,26.97,boleto,376.87,GO,3
349.9,34.37,credit_card,384.27,AL,3
349.9,21.69,credit_card,371.59,MG,2
364.0,16.81,credit_card,479.22,RJ,7
76.0,22.41,credit_card,479.22,RJ,7
364.0,20.7,credit_card,384.7,RJ,8
349.9,18.39,boleto,368.29,ES,5
349.9,48.56,credit_card,398.46,AL,5
349.9,21.89,boleto,1115.37,MG,5
349.9,21.89,boleto,1115.37,MG,5
349.9,21.89,boleto,1115.37,MG,5
349.9,40.55,credit_card,529.54,RJ,4
129.9,9.19,credit_card,529.54,RJ,4
349.9,19.7,credit_card,369.6,SP,1
349.9,18.62,credit_card,368.52,SP,3
349.9,31.96,credit_card,381.86,PE,3
349.9,31.98,credit_card,381.88,PE,2
364.0,31.58,credit_card,395.58,SE,6
364.0,36.9,boleto,455.38,SP,7
53.0,1.48,boleto,455.38,SP,7
349.9,52.03,credit_card,1205.79,PI,5
349.9,52.03,credit_card,1205.79,PI,5
349.9,52.03,credit_card,1205.79,PI,5
349.9,31.98,credit_card,381.88,PE,2
364.0,54.68,credit_card,418.68,BA,6
364.0,48.43,credit_card,412.43,RN,5
226.8,23.52,credit_card,250.32,MG,6
207.9,30.71,credit_card,238.61,RN,8
296.89,18.27,credit_card,315.16,SC,8
555.0,30.95,boleto,585.95,RO,6
110.99,33.23,credit_card,144.22,PE,2
139.99,14.37,boleto,154.36,SP,1
99.99,15.01,credit_card,115.0,SP,7
79.99,23.14,boleto,103.13,PR,4
99.99,14.54,credit_card,114.53,BA,5
99.99,12.03,credit_card,112.02,SP,5
79.99,11.89,credit_card,91.88,SP,4
99.99,57.47,credit_card,157.46,AP,6
139.99,21.47,boleto,161.46,RJ,1
99.99,23.28,credit_card,123.27,GO,5
139.99,14.37,credit_card,154.36,SP,1
99.99,23.5,boleto,123.49,RJ,6
99.99,12.03,boleto,112.02,SP,5
99.9,23.28,credit_card,123.18,RS,6
99.99,12.03,credit_card,112.02,SP,5
69.99,23.29,credit_card,93.28,MG,8
79.9,11.89,credit_card,91.79,SP,5
69.99,11.72,boleto,81.71,SP,8
99.99,42.98,credit_card,142.97,PA,7
110.99,14.17,credit_card,125.16,SP,2
99.99,23.5,credit_card,123.49,RJ,6
99.99,14.54,credit_card,114.53,BA,5
129.99,14.3,credit_card,144.29,SP,1
99.99,23.5,credit_card,123.49,RJ,7
99.99,12.03,credit_card,112.02,SP,4
69.99,11.51,boleto,81.5,SP,8
99.99,23.5,debit_card,123.49,MG,7
99.99,12.43,credit_card,112.42,SP,7
110.99,14.17,credit_card,125.16,SP,2
69.99,11.51,boleto,81.5,SP,7
99.99,23.5,credit_card,123.49,RJ,7
99.99,12.03,debit_card,112.02,SP,4
99.99,12.43,debit_card,112.42,SP,6
99.99,15.01,credit_card,115.0,SP,7
99.99,12.03,credit_card,112.02,SP,5
99.99,12.43,boleto,112.42,SP,6
79.9,7.76,boleto,87.66,SP,5
99.99,23.28,credit_card,123.27,GO,5
69.99,11.51,credit_card,81.5,SP,8
99.99,12.34,credit_card,112.33,PR,5
99.99,12.03,boleto,112.02,SP,5
99.99,12.43,credit_card,112.42,SP,6
125.0,15.38,credit_card,140.38,SP,3
99.9,12.03,debit_card,111.93,SP,5
79.9,12.26,credit_card,92.16,MG,5
99.9,11.79,voucher,111.69,SP,6
99.9,23.28,credit_card,123.18,RJ,5
99.99,27.65,boleto,127.64,BA,7
99.99,11.72,credit_card,62.28,SP,8
99.99,11.72,voucher,49.43,SP,8
99.99,23.5,voucher,40.65,RJ,7
99.99,23.5,credit_card,82.84,RJ,7
139.99,14.37,boleto,154.36,SP,1
99.99,23.5,credit_card,123.49,MG,7
119.0,12.17,boleto,131.17,SP,4
99.99,15.01,credit_card,115.0,SP,6
135.0,27.03,credit_card,162.03,RJ,3
99.99,12.43,credit_card,112.42,SP,7
99.9,12.03,boleto,111.93,SP,6
99.99,23.5,credit_card,123.49,GO,7
69.99,23.29,boleto,93.28,MG,8
110.99,43.19,credit_card,154.18,PB,2
129.99,21.4,credit_card,151.39,RJ,1
139.99,14.37,credit_card,154.36,SP,1
69.99,11.51,credit_card,81.5,SP,8
110.99,43.19,credit_card,308.36,PI,2
110.99,43.19,credit_card,308.36,PI,2
69.99,27.44,credit_card,97.43,MT,8
69.99,23.29,boleto,93.28,RJ,8
139.99,14.37,boleto,154.36,SP,1
99.99,12.03,boleto,112.02,SP,4
99.99,12.43,boleto,112.42,SP,6
99.99,23.28,credit_card,123.27,SC,4
99.99,23.5,credit_card,123.49,DF,7
129.99,21.4,boleto,151.39,MS,1
99.99,23.5,credit_card,123.49,PR,7
79.99,57.11,credit_card,137.1,RN,4
110.99,14.17,credit_card,125.16,SP,2
99.99,12.03,credit_card,112.02,SP,5
139.99,14.37,debit_card,154.36,SP,1
110.99,21.27,credit_card,132.26,RJ,2
99.99,57.25,boleto,157.24,RO,5
99.9,12.43,credit_card,112.33,SP,6
110.99,23.65,credit_card,134.64,BA,2
89.99,23.43,credit_card,113.42,PR,6
99.99,12.43,credit_card,112.42,SP,7
89.99,12.36,credit_card,102.35,SP,6
119.0,11.93,credit_card,130.93,SP,4
99.99,23.28,credit_card,123.27,RJ,4
69.99,27.44,credit_card,97.43,BA,7
79.9,11.89,credit_card,91.79,SP,5
69.99,11.51,credit_card,81.5,SP,8
99.99,11.79,credit_card,111.78,SP,4
99.99,12.03,boleto,112.02,SP,4
79.9,11.65,credit_card,91.55,SP,5
79.9,14.46,credit_card,94.36,BA,5
139.99,21.47,boleto,161.46,PR,1
99.99,11.79,boleto,111.78,SP,5
139.99,14.37,credit_card,154.36,SP,1
89.99,23.43,credit_card,113.42,RS,6
69.99,11.51,credit_card,81.5,SP,7
99.99,23.28,credit_card,123.27,RJ,4
99.99,18.63,credit_card,176.94,SP,6
45.9,12.42,credit_card,176.94,SP,6
99.99,12.03,boleto,112.02,SP,4
99.9,23.28,credit_card,123.18,RJ,6
99.9,23.5,boleto,123.4,MG,6
149.0,23.62,credit_card,172.62,RJ,4
169.0,12.52,credit_card,181.52,SP,4
169.0,23.76,credit_card,192.76,PR,4
149.0,27.77,credit_card,176.77,BA,4
169.0,57.73,credit_card,226.73,MA,4
149.0,23.62,credit_card,172.62,RJ,4
169.0,15.27,voucher,184.27,MG,4
169.0,12.52,credit_card,181.52,SP,4
129.9,18.09,credit_card,147.99,PR,5
139.0,13.77,credit_card,152.77,SP,5
179.0,23.83,credit_card,202.83,MG,3
129.9,18.09,credit_card,147.99,RJ,5
169.0,12.52,credit_card,181.52,SP,4
99.99,21.19,credit_card,121.18,PR,1
