,price,freight_value,payment_type,payment_value,order_purchase_timestamp,customer_state,mes_compra,ano_compra,dia_compra
45291,129.0,13.92,credit_card,142.92,2017-08-14 15:53:30,SP,8,2017,14
45319,159.9,13.67,credit_card,173.57,2017-11-27 17:19:58,SP,11,2017,27
45328,142.0,9.81,boleto,151.81,2017-08-13 23:13:04,SP,8,2017,13
45334,138.0,9.78,credit_card,147.78,2017-12-18 12:33:29,SP,12,2017,18
45341,80.0,11.77,credit_card,91.77,2017-07-05 20:57:09,SP,7,2017,5
45342,80.0,13.58,credit_card,93.58,2017-07-27 17:50:00,SP,7,2017,27
45343,80.0,11.77,credit_card,183.54,2017-06-27 23:21:05,SP,6,2017,27
45344,80.0,11.77,credit_card,183.54,2017-06-27 23:21:05,SP,6,2017,27
45348,70.0,11.73,credit_card,81.73,2017-10-31 00:01:18,SP,10,2017,31
45352,70.0,11.73,credit_card,81.73,2017-10-17 16:43:56,SP,10,2017,17
45354,70.0,11.73,credit_card,163.46,2017-12-29 19:50:28,SP,12,2017,29
45355,70.0,11.73,credit_card,163.46,2017-12-29 19:50:28,SP,12,2017,29
45359,80.0,11.77,credit_card,91.77,2017-09-19 01:02:44,SP,9,2017,19
45379,64.9,18.69,credit_card,83.59,2017-12-05 15:00:56,SP,12,2017,5
45381,64.9,19.69,credit_card,84.59,2017-12-07 02:05:58,SP,12,2017,7
45413,16.9,10.96,credit_card,27.86,2017-04-17 19:32:46,SP,4,2017,17
45414,16.9,8.27,boleto,25.17,2017-10-31 18:57:56,SP,10,2017,31
45426,16.9,11.85,credit_card,28.75,2017-05-30 11:57:07,SP,5,2017,30
45429,52.9,9.09,boleto,61.99,2017-10-02 20:49:29,SP,10,2017,2
45430,52.9,11.87,credit_card,64.77,2017-06-25 22:18:02,SP,6,2017,25
45433,50.9,11.86,credit_card,62.76,2017-06-05 15:33:07,SP,6,2017,5
45434,52.9,9.27,boleto,62.17,2017-07-08 16:35:21,SP,7,2017,8
45440,52.9,9.27,boleto,62.17,2017-07-07 21:46:44,SP,7,2017,7
45441,52.9,11.87,credit_card,64.77,2017-07-02 14:56:13,SP,7,2017,2
45448,50.9,11.86,credit_card,62.76,2017-05-29 13:21:46,SP,5,2017,29
45454,54.9,11.88,credit_card,66.78,2017-08-26 15:50:11,SP,8,2017,26
45455,52.9,9.27,credit_card,62.17,2017-07-15 13:49:34,SP,7,2017,15
45458,50.9,11.86,credit_card,62.76,2017-06-04 18:21:10,SP,6,2017,4
45462,52.9,9.27,boleto,62.17,2017-06-29 11:47:42,SP,6,2017,29
45467,50.9,9.27,credit_card,60.17,2017-05-30 15:07:48,SP,5,2017,30
45470,52.9,9.27,credit_card,62.17,2017-11-29 10:12:19,SP,11,2017,29
45471,54.9,9.27,credit_card,64.17,2017-08-18 16:04:51,SP,8,2017,18
45472,56.9,9.27,credit_card,66.17,2017-08-05 14:52:24,SP,8,2017,5
45473,56.9,9.27,credit_card,66.17,2017-07-26 15:38:35,SP,7,2017,26
45474,52.9,9.09,credit_card,61.99,2017-11-27 15:11:57,SP,11,2017,27
45475,52.9,9.27,voucher,10.84,2017-09-05 15:11:47,SP,9,2017,5
45476,52.9,9.27,voucher,10.81,2017-09-05 15:11:47,SP,9,2017,5
45477,52.9,9.27,voucher,10.81,2017-09-05 15:11:47,SP,9,2017,5
45478,52.9,9.27,voucher,10.81,2017-09-05 15:11:47,SP,9,2017,5
45479,52.9,9.27,credit_card,18.9,2017-09-05 15:11:47,SP,9,2017,5
45483,52.9,9.27,credit_card,62.17,2017-07-20 18:01:45,SP,7,2017,20
45485,52.9,11.87,credit_card,64.77,2017-07-13 00:54:41,SP,7,2017,13
45488,52.9,9.27,debit_card,62.17,2017-07-11 09:31:56,SP,7,2017,11
45489,52.9,11.87,credit_card,64.77,2017-06-16 22:00:17,SP,6,2017,16
45491,52.9,9.27,credit_card,62.17,2017-10-14 20:30:54,SP,10,2017,14
45492,56.9,11.9,credit_card,26.54,2017-07-26 19:27:18,SP,7,2017,26
45493,56.9,11.9,voucher,42.26,2017-07-26 19:27:18,SP,7,2017,26
45495,52.9,9.27,credit_card,62.17,2017-07-18 16:52:16,SP,7,2017,18
45499,98.9,14.09,credit_card,112.99,2017-11-24 10:16:53,SP,11,2017,24
45501,30.9,9.27,boleto,120.51,2017-08-10 18:21:46,SP,8,2017,10
45502,30.9,9.27,boleto,120.51,2017-08-10 18:21:46,SP,8,2017,10
45503,30.9,9.27,boleto,120.51,2017-08-10 18:21:46,SP,8,2017,10
45505,30.9,9.27,voucher,12.98,2017-09-15 15:19:25,SP,9,2017,15
45506,30.9,9.27,credit_card,27.19,2017-09-15 15:19:25,SP,9,2017,15
45508,32.9,10.96,boleto,43.86,2017-04-27 18:48:44,SP,4,2017,27
45513,32.9,10.96,boleto,43.86,2017-04-18 16:34:50,SP,4,2017,18
45514,32.9,10.96,boleto,43.86,2017-03-16 09:53:06,SP,3,2017,16
45515,32.9,12.48,credit_card,45.38,2017-07-15 16:28:04,SP,7,2017,15
45520,32.9,10.96,credit_card,43.86,2017-03-19 16:18:45,SP,3,2017,19
45521,32.9,12.48,credit_card,45.38,2017-06-28 14:31:13,SP,6,2017,28
45522,32.9,13.37,credit_card,46.27,2017-07-24 14:03:17,SP,7,2017,24
45526,32.9,8.27,credit_card,41.17,2017-05-29 21:09:38,SP,5,2017,29
45529,32.9,11.85,boleto,44.75,2017-05-14 14:08:25,SP,5,2017,14
45535,32.9,11.85,boleto,44.75,2017-05-23 10:52:27,SP,5,2017,23
45538,32.9,10.96,boleto,43.86,2017-05-05 12:27:55,SP,5,2017,5
45541,32.9,11.85,voucher,44.75,2017-05-13 22:52:45,SP,5,2017,13
45562,32.9,11.85,credit_card,44.75,2017-06-08 17:44:30,SP,6,2017,8
45563,129.9,12.41,boleto,142.31,2017-07-21 22:37:42,SP,7,2017,21
45568,129.9,8.65,boleto,138.55,2017-07-27 21:08:01,SP,7,2017,27
45571,405.9,18.99,credit_card,424.89,2017-04-24 20:59:15,SP,4,2017,24
45585,98.9,12.19,boleto,111.09,2017-05-11 12:14:05,SP,5,2017,11
45596,98.9,11.3,credit_card,110.2,2017-02-23 15:29:01,SP,2,2017,23
45598,98.9,12.19,credit_card,111.09,2017-05-23 16:22:01,SP,5,2017,23
45601,335.9,16.86,credit_card,352.76,2017-11-24 20:17:18,SP,11,2017,24
45608,49.9,8.27,credit_card,58.17,2017-06-23 17:36:41,SP,6,2017,23
45609,45.9,11.85,boleto,57.75,2017-10-03 15:04:22,SP,10,2017,3
45610,49.9,8.27,boleto,58.17,2017-07-28 22:34:21,SP,7,2017,28
45611,45.9,8.27,credit_card,54.17,2017-11-27 00:50:31,SP,11,2017,27
45615,45.9,8.27,credit_card,54.17,2017-11-26 20:56:33,SP,11,2017,26
45616,45.9,8.27,boleto,54.17,2017-10-24 12:20:42,SP,10,2017,24
45617,45.9,8.27,boleto,54.17,2017-10-03 21:46:26,SP,10,2017,3
45620,45.9,11.85,credit_card,57.75,2017-11-01 22:27:16,SP,11,2017,1
45625,45.9,8.11,debit_card,54.01,2017-10-11 19:36:31,SP,10,2017,11
45627,45.9,8.27,boleto,54.17,2017-11-13 10:08:39,SP,11,2017,13
45629,49.9,8.27,credit_card,58.17,2017-08-28 09:59:03,SP,8,2017,28
45631,49.9,11.85,credit_card,61.75,2017-05-23 22:59:24,SP,5,2017,23
45634,209.9,18.18,credit_card,228.08,2017-09-24 20:39:03,SP,9,2017,24
45635,209.9,15.97,credit_card,225.87,2017-07-18 21:15:19,SP,7,2017,18
45638,26.9,10.96,credit_card,37.86,2017-03-16 10:02:57,SP,3,2017,16
45649,26.9,10.96,credit_card,37.86,2017-02-12 01:27:41,SP,2,2017,12
45651,26.9,9.94,credit_card,36.84,2017-08-21 16:53:20,SP,8,2017,21
45654,31.9,8.27,credit_card,40.17,2017-05-08 22:16:40,SP,5,2017,8
45662,31.9,8.27,boleto,40.17,2017-12-11 09:04:24,SP,12,2017,11
45673,31.9,11.85,credit_card,43.75,2017-05-17 22:57:18,SP,5,2017,17
45676,85.9,16.23,credit_card,102.13,2017-11-21 11:00:16,SP,11,2017,21
45680,99.9,12.65,credit_card,112.55,2017-10-03 16:26:37,SP,10,2017,3
45703,36.9,12.69,credit_card,49.59,2017-07-12 13:15:37,SP,7,2017,12
45716,20.9,10.96,credit_card,31.86,2017-04-13 14:21:04,SP,4,2017,13
45722,19.99,7.78,credit_card,27.77,2017-10-27 13:28:35,SP,10,2017,27
45723,19.99,11.85,credit_card,31.84,2017-07-09 17:49:06,SP,7,2017,9
45728,22.9,4.05,credit_card,326.34,2017-07-11 02:01:16,SP,7,2017,11
45729,22.9,4.05,credit_card,326.34,2017-07-11 02:01:16,SP,7,2017,11
45730,164.9,44.51,credit_card,326.34,2017-07-11 02:01:16,SP,7,2017,11
45731,59.99,3.04,credit_card,326.34,2017-07-11 02:01:16,SP,7,2017,11
45735,215.9,15.28,credit_card,231.18,2017-04-26 14:09:45,SP,4,2017,26
45737,215.9,15.28,credit_card,231.18,2017-04-23 00:16:56,SP,4,2017,23
45739,208.9,14.48,boleto,893.52,2017-05-18 15:38:31,SP,5,2017,18
45740,208.9,14.48,boleto,893.52,2017-05-18 15:38:31,SP,5,2017,18
45741,208.9,14.48,boleto,893.52,2017-05-18 15:38:31,SP,5,2017,18
45742,208.9,14.48,boleto,893.52,2017-05-18 15:38:31,SP,5,2017,18
45757,149.9,17.76,credit_card,502.98,2017-07-17 22:51:12,SP,7,2017,17
45758,149.9,17.76,credit_card,502.98,2017-07-17 22:51:12,SP,7,2017,17
45759,149.9,17.76,credit_card,502.98,2017-07-17 22:51:12,SP,7,2017,17
45781,36.9,12.69,credit_card,49.59,2017-09-22 22:39:25,SP,9,2017,22
45789,26.9,10.96,credit_card,37.86,2017-03-10 15:48:11,SP,3,2017,10
45793,25.9,9.27,credit_card,35.17,2017-06-06 15:53:22,SP,6,2017,6
45832,22.9,8.27,credit_card,0.26,2017-08-09 18:20:16,SP,8,2017,9
45833,22.9,8.27,voucher,30.91,2017-08-09 18:20:16,SP,8,2017,9
45837,22.9,8.27,credit_card,31.17,2017-09-10 17:05:33,SP,9,2017,10
45838,22.9,14.61,credit_card,67.72,2017-04-23 18:55:04,SP,4,2017,23
45839,22.9,7.31,credit_card,67.72,2017-04-23 18:55:04,SP,4,2017,23
45865,129.9,14.68,credit_card,144.58,2017-04-28 23:04:22,SP,4,2017,28
45866,129.9,13.93,debit_card,143.83,2017-05-21 20:42:09,SP,5,2017,21
45872,129.9,14.68,credit_card,144.58,2017-05-03 15:14:42,SP,5,2017,3
45878,129.9,13.93,credit_card,143.83,2017-05-16 07:31:37,SP,5,2017,16
45881,129.9,14.68,credit_card,144.58,2017-02-12 21:09:27,SP,2,2017,12
45883,129.9,14.68,credit_card,144.58,2017-04-11 14:47:37,SP,4,2017,11
45884,59.9,13.44,credit_card,73.34,2017-06-02 13:18:11,SP,6,2017,2
45885,59.9,12.48,credit_card,2.38,2017-07-11 11:28:31,SP,7,2017,11
45886,59.9,12.48,credit_card,70.0,2017-07-11 11:28:31,SP,7,2017,11
45888,50.9,13.38,credit_card,64.28,2017-08-08 21:39:32,SP,8,2017,8
45889,29.9,10.96,debit_card,40.86,2017-03-15 01:34:41,SP,3,2017,15
45894,36.9,12.69,credit_card,49.59,2017-11-05 21:59:14,SP,11,2017,5
45899,36.9,9.94,credit_card,46.84,2017-08-01 16:34:29,SP,8,2017,1
45900,36.9,9.94,credit_card,46.84,2017-08-07 10:38:27,SP,8,2017,7
45901,36.9,12.69,voucher,49.59,2017-05-21 12:50:58,SP,5,2017,21
45903,36.9,9.94,credit_card,46.84,2017-09-14 09:10:31,SP,9,2017,14
45915,72.9,12.85,voucher,20.0,2017-08-15 12:59:15,SP,8,2017,15
45916,72.9,12.85,credit_card,25.75,2017-08-15 12:59:15,SP,8,2017,15
45917,72.9,12.85,voucher,20.0,2017-08-15 12:59:15,SP,8,2017,15
45918,72.9,12.85,voucher,20.0,2017-08-15 12:59:15,SP,8,2017,15
45933,129.9,14.68,credit_card,144.58,2017-03-16 16:20:49,SP,3,2017,16
45936,39.9,11.74,credit_card,51.64,2017-03-12 23:59:42,SP,3,2017,12
45941,159.9,13.46,boleto,173.36,2017-07-04 15:10:02,SP,7,2017,4
45942,34.9,8.27,credit_card,86.34,2017-10-10 19:40:11,SP,10,2017,10
45943,34.9,8.27,credit_card,86.34,2017-10-10 19:40:11,SP,10,2017,10
45956,155.0,14.86,credit_card,169.86,2017-02-06 22:54:50,SP,2,2017,6
45957,157.8,14.87,credit_card,172.67,2017-04-04 12:06:24,SP,4,2017,4
45963,51.9,11.75,boleto,63.65,2017-01-31 15:56:56,SP,1,2017,31
45964,51.9,11.75,credit_card,63.65,2017-02-11 13:39:30,SP,2,2017,11
45967,20.9,11.85,credit_card,32.75,2017-08-13 00:20:21,SP,8,2017,13
45970,23.9,10.96,credit_card,34.86,2017-03-10 11:45:28,SP,3,2017,10
45971,24.9,5.17,credit_card,121.91,2017-10-06 18:38:28,SP,10,2017,6
45972,76.0,15.84,credit_card,121.91,2017-10-06 18:38:28,SP,10,2017,6
45973,24.9,9.27,credit_card,34.17,2017-08-23 11:04:06,SP,8,2017,23
45974,23.9,10.96,credit_card,34.86,2017-04-19 17:23:15,SP,4,2017,19
45975,23.9,10.96,credit_card,1.48,2017-03-11 14:21:09,SP,3,2017,11
45976,23.9,10.96,voucher,33.38,2017-03-11 14:21:09,SP,3,2017,11
45977,47.9,9.27,credit_card,57.17,2017-12-21 09:01:00,SP,12,2017,21
45978,47.9,9.27,credit_card,57.17,2017-12-21 09:01:00,SP,12,2017,21
45986,42.9,9.27,credit_card,52.17,2017-09-13 22:55:58,SP,9,2017,13
45988,16.9,8.27,credit_card,50.34,2017-08-24 16:42:08,SP,8,2017,24
45989,16.9,8.27,credit_card,50.34,2017-08-24 16:42:08,SP,8,2017,24
46014,114.9,12.3,credit_card,127.2,2017-06-05 15:52:50,SP,6,2017,5
46015,61.9,12.77,credit_card,5.3,2017-06-07 17:52:49,SP,6,2017,7
46016,61.9,12.77,voucher,46.25,2017-06-07 17:52:49,SP,6,2017,7
46017,61.9,12.77,voucher,23.12,2017-06-07 17:52:49,SP,6,2017,7
46018,59.9,9.94,credit_card,69.84,2017-07-21 07:51:35,SP,7,2017,21
46022,28.9,11.85,boleto,40.75,2017-06-27 21:05:50,SP,6,2017,27
46027,24.9,8.27,credit_card,33.17,2017-07-21 13:59:31,SP,7,2017,21
46028,24.9,10.96,boleto,35.86,2017-02-05 19:17:06,SP,2,2017,5
46029,24.9,10.96,credit_card,35.86,2017-02-22 10:51:49,SP,2,2017,22
46032,24.9,8.27,boleto,33.17,2017-07-20 17:35:30,SP,7,2017,20
46033,24.9,8.27,credit_card,33.17,2017-07-10 18:25:59,SP,7,2017,10
46036,15.9,8.27,credit_card,24.17,2017-09-07 15:46:11,SP,9,2017,7
46038,15.9,8.27,credit_card,24.17,2017-07-24 22:54:36,SP,7,2017,24
46055,17.9,8.27,credit_card,26.17,2017-09-28 23:13:40,SP,9,2017,28
46071,61.9,12.77,credit_card,74.67,2017-05-06 16:13:45,SP,5,2017,6
46074,118.9,8.58,credit_card,127.48,2017-11-30 16:08:28,SP,11,2017,30
46091,141.9,11.6,credit_card,153.5,2017-03-23 16:47:15,SP,3,2017,23
46095,22.9,11.85,boleto,34.75,2017-08-04 09:37:47,SP,8,2017,4
46096,22.9,11.85,credit_card,34.75,2017-12-15 12:12:12,SP,12,2017,15
46105,36.9,12.48,credit_card,49.38,2017-11-01 16:17:37,SP,11,2017,1
46112,36.9,12.48,credit_card,49.38,2017-12-22 15:16:31,SP,12,2017,22
46115,49.9,11.85,credit_card,61.75,2017-06-14 14:40:36,SP,6,2017,14
46119,28.9,11.74,voucher,121.92,2017-04-06 21:46:04,SP,4,2017,6
46120,28.9,11.74,voucher,121.92,2017-04-06 21:46:04,SP,4,2017,6
46121,28.9,11.74,voucher,121.92,2017-04-06 21:46:04,SP,4,2017,6
46122,28.9,11.74,boleto,121.92,2017-03-13 21:07:39,SP,3,2017,13
46123,28.9,11.74,boleto,121.92,2017-03-13 21:07:39,SP,3,2017,13
46124,28.9,11.74,boleto,121.92,2017-03-13 21:07:39,SP,3,2017,13
46127,73.9,9.27,credit_card,83.17,2017-09-06 11:59:05,SP,9,2017,6
46132,42.9,11.74,credit_card,54.64,2017-03-24 10:28:01,SP,3,2017,24
46133,42.9,9.94,credit_card,52.84,2017-07-18 08:34:46,SP,7,2017,18
46135,27.9,8.27,boleto,36.17,2017-06-26 15:31:56,SP,6,2017,26
46136,114.9,13.38,credit_card,128.28,2017-05-02 12:54:47,SP,5,2017,2
46140,98.9,14.09,credit_card,112.99,2017-08-14 13:35:44,SP,8,2017,14
46141,33.9,8.27,credit_card,42.17,2017-10-10 22:37:07,SP,10,2017,10
46146,15.9,8.27,credit_card,24.17,2017-11-27 13:57:46,SP,11,2017,27
46160,85.9,10.02,credit_card,95.92,2017-08-18 16:43:22,SP,8,2017,18
46169,25.9,11.85,boleto,75.5,2017-05-29 20:23:35,SP,5,2017,29
46170,25.9,11.85,boleto,75.5,2017-05-29 20:23:35,SP,5,2017,29
46173,22.9,11.85,voucher,1.23,2017-06-07 20:11:31,SP,6,2017,7
46174,22.9,11.85,credit_card,7.03,2017-06-07 20:11:31,SP,6,2017,7
46175,22.9,11.85,voucher,11.09,2017-06-07 20:11:31,SP,6,2017,7
46176,22.9,11.85,voucher,15.4,2017-06-07 20:11:31,SP,6,2017,7
46213,96.0,9.49,credit_card,105.49,2017-09-10 15:42:58,SP,9,2017,10
46228,339.0,11.19,credit_card,350.19,2017-09-06 10:19:12,SP,9,2017,6
46231,269.0,10.7,credit_card,279.7,2017-11-12 16:54:03,SP,11,2017,12
46237,589.0,13.11,credit_card,602.11,2017-03-25 10:17:37,SP,3,2017,25
46239,339.0,11.19,credit_card,350.19,2017-10-31 14:44:03,SP,10,2017,31
46241,269.0,14.22,boleto,283.22,2017-05-18 20:46:41,SP,5,2017,18
46246,89.0,9.44,credit_card,98.44,2017-06-01 14:36:16,SP,6,2017,1
46250,269.0,10.7,credit_card,279.7,2017-08-31 18:06:36,SP,8,2017,31
46251,269.0,10.7,credit_card,279.7,2017-09-01 10:12:04,SP,9,2017,1
46253,349.0,11.26,credit_card,360.26,2017-05-11 12:07:25,SP,5,2017,11
46261,269.0,13.27,credit_card,282.27,2017-04-23 12:34:55,SP,4,2017,23
46266,349.0,11.26,credit_card,360.26,2017-07-02 13:51:16,SP,7,2017,2
46268,269.0,10.7,credit_card,279.7,2017-11-03 11:36:16,SP,11,2017,3
46276,69.9,26.81,credit_card,96.71,2017-11-24 21:36:30,SP,11,2017,24
46281,79.9,17.81,credit_card,97.71,2017-11-27 13:54:18,SP,11,2017,27
46286,79.9,17.81,credit_card,97.71,2017-11-24 18:19:17,SP,11,2017,24
46287,79.9,17.81,boleto,195.42,2017-11-24 10:26:27,SP,11,2017,24
46288,79.9,17.81,boleto,195.42,2017-11-24 10:26:27,SP,11,2017,24
46294,120.0,21.33,voucher,75.0,2017-11-16 23:07:13,SP,11,2017,16
46295,120.0,21.33,credit_card,66.33,2017-11-16 23:07:13,SP,11,2017,16
46297,240.0,28.0,credit_card,268.0,2017-11-25 20:39:58,SP,11,2017,25
46299,160.0,25.96,boleto,185.96,2017-11-18 12:45:06,SP,11,2017,18
46304,80.0,17.81,credit_card,97.81,2017-11-05 22:16:07,SP,11,2017,5
46305,160.0,25.96,boleto,185.96,2017-10-24 19:14:55,SP,10,2017,24
46312,119.9,21.33,credit_card,141.23,2017-11-24 15:54:47,SP,11,2017,24
46313,119.9,21.33,credit_card,141.23,2017-11-25 10:31:51,SP,11,2017,25
46314,120.0,21.33,credit_card,141.33,2017-11-23 14:40:52,SP,11,2017,23
46321,159.9,25.96,credit_card,185.86,2017-11-24 07:56:56,SP,11,2017,24
46329,120.0,21.33,credit_card,141.33,2017-11-19 14:42:35,SP,11,2017,19
46330,140.0,21.47,credit_card,161.47,2017-11-23 13:16:55,SP,11,2017,23
46346,159.9,25.96,credit_card,185.86,2017-11-24 13:38:06,SP,11,2017,24
46348,119.9,21.33,credit_card,141.23,2017-11-27 11:05:38,SP,11,2017,27
46351,375.0,28.95,credit_card,403.95,2017-11-08 19:39:09,SP,11,2017,8
46364,49.9,16.05,boleto,65.95,2017-03-13 19:41:54,SP,3,2017,13
46368,39.9,15.79,boleto,55.69,2017-05-15 08:22:12,SP,5,2017,15
46369,43.9,16.79,boleto,60.69,2017-11-11 09:43:39,SP,11,2017,11
46372,69.9,15.93,boleto,85.83,2017-08-16 20:22:28,SP,8,2017,16
46375,30.9,15.79,boleto,46.69,2017-11-13 11:24:58,SP,11,2017,13
46383,66.9,15.91,credit_card,82.81,2017-11-28 14:18:24,SP,11,2017,28
46391,39.9,15.79,credit_card,55.69,2017-05-28 18:04:51,SP,5,2017,28
46402,69.9,16.93,credit_card,86.83,2017-10-17 12:09:20,SP,10,2017,17
46421,51.9,16.8,credit_card,68.7,2017-11-03 13:51:16,SP,11,2017,3
46424,62.4,15.88,credit_card,32.13,2017-12-29 12:29:00,SP,12,2017,29
46425,62.4,15.88,credit_card,46.15,2017-12-29 12:29:00,SP,12,2017,29
46428,219.9,18.11,credit_card,238.01,2017-12-29 12:37:06,SP,12,2017,29
46436,42.9,16.05,boleto,58.95,2017-03-24 15:25:20,SP,3,2017,24
46438,129.9,17.35,credit_card,589.0,2017-10-17 08:20:36,SP,10,2017,17
46439,129.9,17.35,credit_card,589.0,2017-10-17 08:20:36,SP,10,2017,17
46440,129.9,17.35,credit_card,589.0,2017-10-17 08:20:36,SP,10,2017,17
46441,129.9,17.35,credit_card,589.0,2017-10-17 08:20:36,SP,10,2017,17
46444,62.4,15.88,credit_card,78.28,2017-11-25 23:57:30,SP,11,2017,25
46467,31.9,15.1,boleto,47.0,2017-07-11 13:18:28,SP,7,2017,11
46490,27.9,14.52,boleto,42.42,2017-04-03 20:47:44,SP,4,2017,3
46491,27.9,14.52,credit_card,42.42,2017-03-28 22:42:18,SP,3,2017,28
46493,31.9,15.1,credit_card,47.0,2017-10-10 10:07:47,SP,10,2017,10
46501,27.9,14.52,credit_card,42.42,2017-04-13 17:26:06,SP,4,2017,13
46504,27.9,15.1,credit_card,43.0,2017-05-08 09:36:59,SP,5,2017,8
46520,20.9,14.11,credit_card,35.01,2017-02-18 14:57:36,SP,2,2017,18
46522,20.9,14.11,boleto,35.01,2017-03-15 19:36:12,SP,3,2017,15
46526,31.9,15.1,boleto,47.0,2017-12-01 12:26:53,SP,12,2017,1
46529,31.9,14.1,voucher,45.95,2017-08-31 16:38:29,SP,8,2017,31
46530,31.9,14.1,credit_card,0.05,2017-08-31 16:38:29,SP,8,2017,31
46545,31.9,14.1,boleto,46.0,2017-11-24 00:25:57,SP,11,2017,24
46560,31.9,14.1,boleto,46.0,2017-12-31 11:13:04,SP,12,2017,31
46570,31.9,14.1,credit_card,46.0,2017-10-29 20:49:14,SP,10,2017,29
46572,31.9,14.1,credit_card,51.99,2017-10-21 13:36:32,SP,10,2017,21
46573,31.9,14.1,credit_card,46.0,2017-11-11 18:05:34,SP,11,2017,11
46582,31.9,14.1,credit_card,46.0,2017-09-30 16:37:19,SP,9,2017,30
46589,31.9,15.1,credit_card,47.0,2017-11-25 19:37:32,SP,11,2017,25
46591,31.9,14.1,boleto,46.0,2017-11-25 15:24:37,SP,11,2017,25
46606,31.9,15.1,boleto,47.0,2017-06-03 14:32:47,SP,6,2017,3
46607,31.9,15.1,credit_card,47.0,2017-11-17 22:58:07,SP,11,2017,17
46618,31.9,14.1,credit_card,46.0,2017-06-24 11:43:21,SP,6,2017,24
46622,31.9,14.1,credit_card,46.0,2017-11-04 19:27:25,SP,11,2017,4
46623,31.9,14.1,credit_card,46.0,2017-09-23 16:01:37,SP,9,2017,23
46625,31.9,14.1,credit_card,46.0,2017-07-11 19:22:12,SP,7,2017,11
46637,38.9,15.1,credit_card,54.0,2017-07-31 23:08:26,SP,7,2017,31
46653,26.9,14.52,boleto,41.42,2017-03-13 09:54:44,SP,3,2017,13
46654,38.9,14.1,voucher,23.0,2017-07-19 12:12:24,SP,7,2017,19
46655,38.9,14.1,voucher,30.0,2017-07-19 12:12:24,SP,7,2017,19
46746,20.9,14.52,boleto,35.42,2017-03-09 15:37:50,SP,3,2017,9
46747,31.9,14.1,credit_card,46.0,2017-05-28 15:04:14,SP,5,2017,28
46760,20.9,14.52,credit_card,35.42,2017-02-10 11:17:16,SP,2,2017,10
46774,23.9,14.52,credit_card,38.42,2017-04-02 18:18:34,SP,4,2017,2
46782,19.9,14.11,credit_card,34.01,2017-03-13 13:50:42,SP,3,2017,13
46785,19.9,14.52,credit_card,34.42,2017-03-11 16:22:20,SP,3,2017,11
46793,31.9,14.1,credit_card,46.0,2017-11-17 00:55:20,SP,11,2017,17
46794,31.9,14.1,credit_card,46.0,2017-08-05 10:21:38,SP,8,2017,5
46796,31.9,14.1,credit_card,46.0,2017-08-09 20:53:19,SP,8,2017,9
46797,31.9,14.1,credit_card,46.0,2017-07-16 19:15:06,SP,7,2017,16
46813,38.9,14.1,credit_card,53.0,2017-06-17 09:59:09,SP,6,2017,17
46822,27.9,14.52,boleto,42.42,2017-04-18 09:46:40,SP,4,2017,18
46824,31.9,14.1,boleto,46.0,2017-12-21 13:03:18,SP,12,2017,21
46825,20.9,14.11,boleto,35.01,2017-03-10 11:06:40,SP,3,2017,10
46831,31.9,14.1,credit_card,46.0,2017-06-10 14:28:44,SP,6,2017,10
46832,20.9,14.11,credit_card,35.01,2017-03-08 13:19:21,SP,3,2017,8
46835,31.9,14.1,credit_card,46.0,2017-05-17 20:55:33,SP,5,2017,17
46841,27.9,14.52,boleto,42.42,2017-04-04 10:38:26,SP,4,2017,4
46843,20.9,14.52,credit_card,35.42,2017-03-04 18:03:03,SP,3,2017,4
46845,31.9,14.1,credit_card,46.0,2017-06-28 14:14:10,SP,6,2017,28
46850,27.9,15.1,boleto,43.0,2017-10-24 18:05:35,SP,10,2017,24
46856,27.9,15.1,boleto,43.0,2017-09-02 13:20:52,SP,9,2017,2
46859,27.9,14.1,credit_card,42.0,2017-11-24 17:31:37,SP,11,2017,24
46880,27.9,14.1,credit_card,42.0,2017-08-11 21:40:24,SP,8,2017,11
46892,20.9,14.52,credit_card,35.42,2017-01-23 01:22:51,SP,1,2017,23
46893,23.9,14.52,credit_card,38.42,2017-04-18 22:38:59,SP,4,2017,18
46910,48.9,14.1,credit_card,63.0,2017-05-29 11:19:46,SP,5,2017,29
46911,48.9,15.1,credit_card,64.0,2017-11-29 03:36:56,SP,11,2017,29
46945,19.9,14.52,credit_card,34.42,2017-03-05 17:56:53,SP,3,2017,5
46951,27.9,15.1,boleto,43.0,2017-07-31 21:37:10,SP,7,2017,31
46952,27.9,14.1,voucher,42.0,2017-11-25 01:40:30,SP,11,2017,25
46958,31.9,15.1,credit_card,47.0,2017-09-04 10:24:19,SP,9,2017,4
46964,19.9,14.52,boleto,34.42,2017-03-12 19:22:42,SP,3,2017,12
46983,14.9,15.1,credit_card,30.0,2017-07-12 01:43:41,SP,7,2017,12
46985,14.9,15.1,boleto,30.0,2017-11-02 18:41:53,SP,11,2017,2
46989,97.9,12.19,credit_card,110.09,2017-10-16 12:18:33,SP,10,2017,16
46990,97.9,12.19,credit_card,110.09,2017-10-07 09:57:16,SP,10,2017,7
46993,97.9,34.49,boleto,132.39,2017-11-13 15:09:43,SP,11,2017,13
46995,97.9,12.19,credit_card,110.09,2017-10-06 08:42:02,SP,10,2017,6
46998,89.9,14.38,credit_card,104.28,2017-11-29 11:50:30,SP,11,2017,29
